,carat,cut,color,clarity,depth,table,price,'x','y','z'
51440,0.74,b'Ideal',b'H',b'SI1',62.1,56.0,2375.0,5.86,5.84,3.63
52435,0.7,b'Premium',b'I',b'VVS1',59.1,60.0,2513.0,5.77,5.8,3.42
603,0.7,b'Premium',b'F',b'VS2',59.5,58.0,2838.0,5.85,5.75,3.45
5393,0.3,b'Premium',b'D',b'SI2',62.3,58.0,574.0,4.32,4.29,2.68
21748,1.1,b'Ideal',b'F',b'VVS2',61.2,56.0,9817.0,6.68,6.65,4.08
29219,0.34,b'Ideal',b'I',b'IF',61.9,55.0,695.0,4.5,4.52,2.79
52740,0.81,b'Ideal',b'E',b'SI2',62.0,55.0,2559.0,6.0,5.96,3.71
19048,0.3,b'Very Good',b'E',b'VVS2',63.2,56.0,622.0,4.23,4.28,2.69
53613,0.3,b'Very Good',b'D',b'SI1',62.2,61.0,552.0,4.24,4.28,2.65
47508,0.72,b'Ideal',b'G',b'SI2',61.8,57.0,1866.0,5.73,5.69,3.53
16230,1.24,b'Ideal',b'H',b'SI1',60.9,57.0,6488.0,6.9,6.95,4.22
40619,0.26,b'Very Good',b'F',b'VS1',60.4,56.0,499.0,4.14,4.16,2.51
17994,1.02,b'Very Good',b'E',b'SI1',63.7,55.0,7277.0,6.29,6.4,4.04
222,0.7,b'Premium',b'E',b'VS1',62.9,60.0,2782.0,5.62,5.54,3.51
27969,0.3,b'Premium',b'E',b'VS2',59.2,59.0,658.0,4.37,4.41,2.6
51207,0.73,b'Premium',b'F',b'SI2',60.5,57.0,2351.0,5.84,5.8,3.52
38671,0.44,b'Premium',b'E',b'SI1',62.3,59.0,1040.0,4.88,4.84,3.03
34418,0.3,b'Ideal',b'G',b'IF',60.9,58.0,863.0,4.32,4.35,2.64
20310,1.06,b'Ideal',b'G',b'VVS2',61.4,57.0,8726.0,6.52,6.55,4.01
4989,0.72,b'Ideal',b'F',b'VVS2',62.3,57.0,3740.0,5.72,5.74,3.57
42365,0.35,b'Ideal',b'D',b'VVS1',61.0,55.0,1303.0,4.62,4.59,2.81
19857,1.5,b'Very Good',b'J',b'VVS1',62.3,62.0,8415.0,7.16,7.23,4.48
45818,0.66,b'Ideal',b'I',b'SI1',61.2,57.0,1712.0,5.6,5.64,3.44
32137,0.31,b'Ideal',b'G',b'IF',62.8,56.0,786.0,4.34,4.39,2.74
397,0.3,b'Premium',b'H',b'SI1',60.1,55.0,554.0,4.41,4.38,2.64
15345,1.01,b'Good',b'E',b'VS1',65.8,55.0,6159.0,6.2,6.23,4.09
25057,2.01,b'Premium',b'J',b'VS2',61.5,60.0,13572.0,8.13,8.07,4.98
18513,1.2,b'Ideal',b'G',b'VS2',61.9,56.0,7548.0,6.86,6.81,4.23
39818,0.3,b'Premium',b'E',b'IF',61.0,59.0,1097.0,4.33,4.29,2.63
18605,1.06,b'Ideal',b'G',b'VS1',61.4,56.0,7589.0,6.55,6.58,4.03
47035,0.55,b'Ideal',b'F',b'VS2',61.1,56.0,1819.0,5.31,5.27,3.23
18808,1.03,b'Ideal',b'D',b'VS2',62.0,54.8,7697.0,6.47,6.51,4.02
19888,1.59,b'Good',b'G',b'SI1',63.8,56.0,8441.0,7.41,7.34,4.71
10622,1.0,b'Ideal',b'E',b'SI2',61.8,57.0,4829.0,6.43,6.39,3.96
36633,0.41,b'Very Good',b'D',b'SI1',63.3,55.0,947.0,4.77,4.74,3.01
46140,0.57,b'Premium',b'F',b'SI2',62.1,59.0,1746.0,5.33,5.29,3.3
42548,0.59,b'Very Good',b'E',b'SI2',60.5,58.0,1325.0,5.43,5.51,3.31
2639,0.91,b'Good',b'H',b'SI1',63.7,60.0,3229.0,6.16,6.09,3.9
49676,0.6,b'Ideal',b'F',b'VVS2',63.0,55.0,2143.0,5.39,5.37,3.39
21013,1.6,b'Premium',b'H',b'SI2',62.4,60.0,9229.0,7.48,7.43,4.65
39548,0.32,b'Ideal',b'G',b'VVS1',61.1,57.0,1080.0,4.43,4.41,2.7
22608,2.22,b'Very Good',b'J',b'SI2',61.2,63.0,10662.0,8.33,8.23,5.07
48648,0.34,b'Premium',b'I',b'VS1',61.0,60.0,537.0,4.48,4.51,2.74
46021,0.53,b'Very Good',b'G',b'VS1',63.4,56.0,1727.0,5.15,5.1,3.25
2046,0.32,b'Ideal',b'I',b'VVS2',62.6,54.0,561.0,4.37,4.41,2.75
42323,0.41,b'Ideal',b'D',b'VVS2',62.3,55.0,1295.0,4.76,4.77,2.97
8667,0.9,b'Premium',b'G',b'SI1',60.6,57.0,4455.0,6.28,6.2,3.78
8282,1.03,b'Ideal',b'H',b'SI2',62.5,54.0,4382.0,6.46,6.5,4.05
35970,0.41,b'Ideal',b'D',b'SI1',63.0,57.0,920.0,4.7,4.64,2.94
31363,0.33,b'Ideal',b'G',b'VVS2',60.4,57.0,761.0,4.48,4.52,2.72
29380,0.31,b'Very Good',b'E',b'SI1',63.5,55.0,698.0,4.35,4.31,2.75
38940,0.31,b'Premium',b'H',b'VS2',62.2,58.0,489.0,4.31,4.34,2.69
50642,0.31,b'Good',b'E',b'SI1',63.7,57.0,544.0,4.29,4.31,2.74
36481,0.43,b'Very Good',b'G',b'VS1',62.2,59.0,943.0,4.81,4.84,3.0
37003,0.3,b'Premium',b'D',b'VVS2',62.4,58.0,965.0,4.3,4.26,2.67
27389,0.41,b'Ideal',b'J',b'VS1',62.7,57.0,647.0,4.72,4.75,2.97
12560,1.69,b'Premium',b'J',b'I1',60.2,61.0,5277.0,7.79,7.7,4.66
10987,1.01,b'Very Good',b'E',b'SI1',62.4,60.0,4912.0,6.32,6.35,3.95
22997,2.3,b'Premium',b'I',b'SI2',61.3,58.0,11051.0,8.53,8.46,5.21
40170,0.38,b'Premium',b'F',b'VS1',60.2,58.0,1117.0,4.73,4.71,2.84
50379,0.7,b'Fair',b'G',b'VS1',68.5,58.0,2250.0,5.47,5.34,3.7
11788,1.03,b'Premium',b'F',b'SI1',61.5,59.0,5087.0,6.49,6.42,3.97
12960,1.21,b'Ideal',b'J',b'SI1',62.7,55.2,5390.0,6.79,6.84,4.27
32960,0.32,b'Ideal',b'G',b'SI1',61.4,55.0,461.0,4.4,4.46,2.72
16590,1.2,b'Premium',b'H',b'VS1',61.3,58.0,6626.0,6.85,6.81,4.19
2456,1.01,b'Premium',b'J',b'VS2',62.4,60.0,3190.0,6.45,6.35,3.99
32858,0.4,b'Premium',b'H',b'VS1',62.6,58.0,807.0,4.68,4.71,2.94
35949,0.3,b'Ideal',b'F',b'SI1',62.1,55.0,475.0,4.31,4.35,2.69
4812,0.9,b'Premium',b'E',b'SI2',59.2,60.0,3701.0,6.31,6.23,3.71
39406,0.41,b'Ideal',b'G',b'VVS2',62.9,56.0,1076.0,4.74,4.7,2.97
34086,0.36,b'Premium',b'E',b'VS1',60.4,58.0,852.0,4.64,4.67,2.81
14428,1.19,b'Good',b'F',b'SI1',57.6,60.0,5825.0,6.98,7.02,4.03
36986,0.51,b'Good',b'H',b'SI2',63.7,61.0,964.0,4.99,4.96,3.17
14469,1.02,b'Ideal',b'E',b'SI1',62.2,54.7,5840.0,6.44,6.47,4.01
36525,0.4,b'Premium',b'E',b'SI1',62.0,55.0,945.0,4.74,4.68,2.92
41296,0.34,b'Ideal',b'D',b'VVS1',61.5,56.0,1211.0,4.5,4.47,2.76
53531,0.71,b'Ideal',b'D',b'SI2',61.6,56.0,2690.0,5.78,5.82,3.57
40480,0.55,b'Very Good',b'G',b'SI1',60.7,56.0,1141.0,5.32,5.38,3.25
43062,0.45,b'Ideal',b'G',b'IF',61.4,56.0,1377.0,4.96,4.97,3.05
25239,2.01,b'Good',b'H',b'SI2',63.1,55.0,13849.0,7.99,8.09,5.07
25206,2.09,b'Ideal',b'I',b'SI2',61.2,57.0,13807.0,8.19,8.27,5.04
24181,2.38,b'Premium',b'J',b'SI1',62.4,58.0,12364.0,8.54,8.46,5.31
14265,1.02,b'Very Good',b'D',b'SI1',63.3,60.0,5778.0,6.33,6.38,4.02
41597,0.32,b'Ideal',b'I',b'SI2',61.0,56.0,391.0,4.43,4.45,2.71
24050,0.36,b'Very Good',b'F',b'VS2',63.1,56.0,634.0,4.5,4.53,2.85
36264,0.37,b'Ideal',b'H',b'IF',61.8,55.0,936.0,4.65,4.67,2.88
14438,1.15,b'Very Good',b'H',b'VS2',60.3,59.0,5831.0,6.75,6.79,4.08
30402,0.32,b'Ideal',b'G',b'VVS2',62.1,55.0,730.0,4.35,4.38,2.71
49628,0.32,b'Ideal',b'J',b'VS1',61.3,57.0,540.0,4.43,4.41,2.71
15156,1.28,b'Premium',b'I',b'SI1',62.6,55.0,6093.0,6.97,6.93,4.35
32834,0.42,b'Ideal',b'I',b'VS2',61.0,54.0,807.0,4.84,4.87,2.96
43676,0.5,b'Ideal',b'F',b'VS2',62.5,57.0,1436.0,5.07,5.11,3.18
4505,1.0,b'Fair',b'G',b'SI1',67.7,57.0,3631.0,6.0,6.15,4.11
23343,0.3,b'Ideal',b'G',b'SI2',61.8,57.0,422.0,4.31,4.33,2.67
13514,1.01,b'Premium',b'E',b'SI1',59.8,59.0,5543.0,6.52,6.48,3.89
7165,0.9,b'Premium',b'F',b'SI1',62.0,55.0,4183.0,6.2,6.16,3.83
46887,0.7,b'Very Good',b'G',b'SI2',63.3,57.0,1814.0,5.61,5.51,3.52
17989,1.23,b'Very Good',b'H',b'VS1',61.3,53.0,7276.0,6.93,6.98,4.26
9893,1.0,b'Very Good',b'E',b'SI2',59.6,62.0,4685.0,6.45,6.51,3.86
6770,0.91,b'Very Good',b'F',b'SI1',62.2,57.0,4108.0,6.19,6.25,3.87
39345,0.38,b'Ideal',b'E',b'VVS2',62.2,53.8,1073.0,4.62,4.66,2.88
16183,1.1,b'Premium',b'D',b'SI1',60.7,55.0,6468.0,6.74,6.71,4.08
28868,0.37,b'Ideal',b'H',b'SI1',59.7,56.0,684.0,4.71,4.67,2.8
51362,0.51,b'Very Good',b'E',b'VVS2',60.0,58.0,2365.0,5.2,5.23,3.13
23174,1.5,b'Premium',b'H',b'VS1',62.1,59.0,11189.0,7.31,7.27,4.53
33661,0.36,b'Ideal',b'E',b'VS1',61.4,54.0,835.0,4.59,4.63,2.83
7186,1.15,b'Premium',b'F',b'SI2',61.8,54.0,4186.0,6.78,6.75,4.18
44903,0.5,b'Very Good',b'E',b'VS2',63.4,59.0,1629.0,5.09,5.06,3.22
39927,0.31,b'Ideal',b'E',b'VVS1',61.7,55.0,1105.0,4.38,4.4,2.71
14136,0.91,b'Very Good',b'F',b'VVS2',62.6,59.0,5733.0,6.1,6.16,3.84
5155,1.02,b'Premium',b'D',b'I1',61.4,60.0,3769.0,6.42,6.47,3.96
38127,0.3,b'Ideal',b'G',b'VVS1',61.7,57.0,1013.0,4.32,4.3,2.66
4467,0.7,b'Very Good',b'F',b'VVS1',63.1,58.0,3622.0,5.6,5.66,3.55
26668,2.01,b'Premium',b'I',b'SI1',61.5,60.0,16499.0,8.12,8.01,4.96
41593,0.24,b'Very Good',b'G',b'VS1',62.4,56.0,391.0,3.99,4.03,2.5
17433,1.41,b'Premium',b'D',b'SI2',61.1,56.0,6988.0,7.19,7.15,4.38
19234,1.5,b'Fair',b'G',b'SI2',64.7,55.0,7972.0,7.16,7.13,4.62
42117,0.5,b'Good',b'E',b'SI1',63.5,61.0,1279.0,4.98,5.03,3.18
45775,0.65,b'Premium',b'E',b'SI1',58.5,58.0,1708.0,5.68,5.64,3.31
34759,0.41,b'Ideal',b'E',b'SI2',59.8,55.0,876.0,4.93,4.81,2.91
46375,0.58,b'Ideal',b'E',b'VS2',62.1,55.0,1761.0,5.35,5.34,3.32
6562,0.92,b'Premium',b'H',b'VS2',61.3,58.0,4077.0,6.21,6.26,3.82
31221,0.32,b'Ideal',b'D',b'SI1',62.7,54.0,756.0,4.39,4.35,2.74
32549,0.27,b'Ideal',b'D',b'VVS1',62.2,56.0,799.0,4.15,4.12,2.57
45050,0.65,b'Premium',b'E',b'SI2',61.4,59.0,1640.0,5.57,5.52,3.41
41865,0.38,b'Premium',b'F',b'VVS1',61.6,58.0,1257.0,4.65,4.61,2.85
46527,0.51,b'Premium',b'G',b'VS1',62.1,60.0,1781.0,5.11,5.1,3.17
22216,1.51,b'Premium',b'H',b'SI1',62.3,59.0,10274.0,7.29,7.23,4.52
1152,0.71,b'Ideal',b'E',b'VS1',62.4,54.0,2923.0,5.71,5.74,3.57
38322,0.5,b'Very Good',b'F',b'SI2',62.5,56.0,1020.0,5.05,5.09,3.17
1192,0.59,b'Very Good',b'D',b'VVS2',60.6,59.0,2933.0,5.44,5.49,3.31
19160,1.0,b'Fair',b'E',b'VVS2',65.4,56.0,7918.0,6.28,6.2,4.08
14412,1.31,b'Ideal',b'I',b'SI2',61.0,59.0,5820.0,7.05,7.01,4.29
53552,0.7,b'Ideal',b'E',b'VS2',62.5,55.0,2693.0,5.73,5.7,3.57
32197,0.35,b'Premium',b'E',b'SI1',61.2,58.0,788.0,4.59,4.53,2.79
24010,1.5,b'Premium',b'D',b'SI1',62.4,58.0,12179.0,7.31,7.27,4.55
19562,1.04,b'Very Good',b'D',b'VS1',62.3,59.0,8192.0,6.39,6.48,4.01
44391,0.51,b'Very Good',b'E',b'VS1',58.1,60.0,1583.0,5.28,5.32,3.08
35265,0.3,b'Ideal',b'G',b'IF',61.7,55.0,895.0,4.31,4.34,2.67
17982,1.2,b'Premium',b'E',b'SI1',60.9,57.0,7274.0,6.86,6.8,4.16
3379,0.31,b'Premium',b'I',b'SI1',61.3,58.0,408.0,4.34,4.37,2.67
11696,1.25,b'Ideal',b'J',b'VS2',62.6,54.0,5067.0,6.94,6.9,4.33
28294,0.3,b'Ideal',b'G',b'SI1',61.6,57.0,432.0,4.29,4.34,2.66
16200,1.26,b'Ideal',b'H',b'SI1',61.7,58.0,6476.0,6.95,6.9,4.27
43416,0.57,b'Ideal',b'D',b'SI2',61.4,56.0,1413.0,5.33,5.38,3.29
46284,0.56,b'Premium',b'E',b'SI1',61.5,60.0,1755.0,5.27,5.3,3.25
46319,0.3,b'Ideal',b'H',b'VS1',61.4,54.0,526.0,4.33,4.37,2.67
23441,1.07,b'Ideal',b'F',b'IF',62.0,57.0,11434.0,6.52,6.57,4.06
40261,0.33,b'Premium',b'D',b'SI2',62.1,58.0,492.0,4.4,4.43,2.74
27972,0.3,b'Premium',b'E',b'VS2',62.2,60.0,658.0,4.24,4.28,2.65
36166,0.38,b'Ideal',b'F',b'VS1',61.4,57.0,929.0,4.65,4.67,2.86
41364,0.65,b'Premium',b'I',b'SI2',60.7,58.0,1219.0,5.65,5.62,3.42
12989,1.22,b'Very Good',b'E',b'SI1',63.4,56.0,5397.0,6.79,6.76,4.29
42211,0.52,b'Very Good',b'D',b'SI2',62.4,59.0,1289.0,5.05,5.15,3.18
41895,0.51,b'Good',b'G',b'SI1',63.7,55.0,1259.0,5.1,5.07,3.24
49381,0.55,b'Very Good',b'F',b'VVS2',63.1,56.0,2102.0,5.19,5.23,3.29
17980,1.7,b'Ideal',b'H',b'SI2',62.1,57.0,7273.0,7.68,7.63,4.75
20129,1.1,b'Very Good',b'G',b'IF',60.5,55.0,8592.0,6.77,6.71,4.08
48640,0.31,b'Premium',b'I',b'SI1',59.6,58.0,537.0,4.44,4.39,2.63
34569,0.31,b'Ideal',b'G',b'IF',61.0,55.0,871.0,4.39,4.42,2.69
24926,2.07,b'Ideal',b'F',b'SI2',60.5,57.0,13373.0,8.28,8.21,4.99
47423,0.7,b'Good',b'F',b'SI2',64.1,55.0,1851.0,5.58,5.52,3.56
51705,0.7,b'Very Good',b'F',b'VS2',58.9,57.0,2400.0,5.79,5.85,3.43
27090,1.53,b'Ideal',b'D',b'VS2',62.7,54.0,17223.0,7.35,7.39,4.62
46135,0.41,b'Ideal',b'E',b'VVS1',61.1,56.0,1745.0,4.8,4.82,2.94
46433,0.59,b'Very Good',b'H',b'VVS2',61.1,57.0,1771.0,5.39,5.48,3.32
44897,0.5,b'Very Good',b'E',b'VS2',63.2,57.0,1629.0,5.06,5.03,3.19
272,0.7,b'Good',b'E',b'VS2',64.1,55.0,2793.0,5.6,5.66,3.61
12138,1.2,b'Very Good',b'D',b'SI2',63.2,60.0,5174.0,6.65,6.54,4.17
813,0.91,b'Premium',b'J',b'SI1',59.5,62.0,2863.0,6.4,6.18,3.74
28855,0.41,b'Premium',b'E',b'SI2',62.1,58.0,683.0,4.73,4.77,2.95
6195,0.9,b'Premium',b'D',b'SI1',62.8,59.0,3997.0,6.1,6.06,3.82
7628,1.09,b'Ideal',b'H',b'SI2',62.0,57.0,4264.0,6.61,6.55,4.08
49176,0.68,b'Good',b'F',b'SI1',58.1,60.0,2074.0,5.8,5.91,3.4
4084,1.01,b'Good',b'F',b'SI2',63.8,57.0,3532.0,6.31,6.36,4.04
29282,0.25,b'Very Good',b'E',b'VS1',59.9,56.0,436.0,4.1,4.15,2.47
13437,1.16,b'Ideal',b'J',b'IF',60.6,56.0,5519.0,6.79,6.86,4.14
40247,0.5,b'Good',b'F',b'SI1',63.7,61.0,1125.0,5.02,4.99,3.19
18160,1.21,b'Good',b'G',b'VS2',59.1,61.0,7359.0,6.95,6.89,4.09
37549,0.31,b'Ideal',b'E',b'VVS1',61.0,57.0,988.0,4.36,4.33,2.65
23639,1.51,b'Premium',b'F',b'SI1',63.0,61.0,11666.0,7.3,7.27,4.59
32712,0.31,b'Very Good',b'F',b'VS2',63.4,56.0,802.0,4.34,4.31,2.74
46608,0.54,b'Ideal',b'D',b'SI1',62.9,57.0,1786.0,5.22,5.17,3.27
16851,1.0,b'Premium',b'E',b'VS2',60.0,60.0,6720.0,6.43,6.43,3.89
33578,0.38,b'Ideal',b'H',b'VVS2',62.5,53.4,832.0,4.63,4.66,2.9
41788,0.31,b'Premium',b'D',b'IF',60.2,59.0,1248.0,4.42,4.39,2.65
47560,0.71,b'Very Good',b'I',b'SI2',63.7,57.0,1875.0,5.64,5.67,3.6
23001,2.02,b'Premium',b'I',b'VS2',61.2,60.0,11059.0,8.22,8.13,5.0
5550,1.02,b'Ideal',b'I',b'SI2',60.7,57.0,3856.0,6.57,6.54,3.98
16068,1.2,b'Premium',b'H',b'VS2',62.8,58.0,6416.0,6.75,6.7,4.22
3341,0.9,b'Premium',b'I',b'SI1',63.0,60.0,3377.0,6.08,5.99,3.8
47164,0.46,b'Ideal',b'E',b'VS1',61.7,56.0,1834.0,4.95,5.0,3.07
32594,0.3,b'Ideal',b'F',b'VVS1',62.4,54.0,802.0,4.31,4.35,2.7
8903,1.54,b'Good',b'J',b'I1',61.7,60.0,4492.0,7.26,7.32,4.5
21934,1.51,b'Premium',b'I',b'VS2',59.9,60.0,10010.0,7.42,7.36,4.43
33346,0.41,b'Ideal',b'G',b'VS2',62.7,56.0,827.0,4.71,4.76,2.97
32028,0.35,b'Ideal',b'I',b'IF',62.7,55.0,778.0,4.51,4.55,2.84
43559,0.51,b'Good',b'D',b'VS2',60.1,65.0,1430.0,5.14,5.17,3.1
52665,0.74,b'Very Good',b'I',b'VVS2',61.0,59.0,2550.0,5.83,5.85,3.56
33074,0.4,b'Good',b'D',b'VS2',64.4,56.0,814.0,4.62,4.67,2.99
49125,0.56,b'Ideal',b'D',b'VS2',60.6,56.0,2066.0,5.37,5.33,3.24
15637,1.01,b'Ideal',b'G',b'VS2',61.6,57.0,6271.0,6.44,6.41,3.96
10670,1.01,b'Premium',b'H',b'VS2',60.5,58.0,4839.0,6.46,6.4,3.89
20956,1.54,b'Ideal',b'J',b'VVS2',62.8,58.0,9171.0,7.32,7.37,4.61
46224,0.61,b'Premium',b'H',b'VVS2',60.9,60.0,1752.0,5.47,5.5,3.34
37230,0.4,b'Ideal',b'E',b'VS2',62.9,55.0,975.0,4.73,4.72,2.97
46801,0.52,b'Ideal',b'F',b'VS2',60.0,62.0,1806.0,5.23,5.19,3.13
32753,0.34,b'Premium',b'D',b'SI1',62.8,58.0,803.0,4.48,4.44,2.8
3690,0.9,b'Very Good',b'H',b'SI1',62.3,63.0,3447.0,6.06,6.13,3.8
48509,0.61,b'Very Good',b'E',b'SI1',62.2,60.0,1983.0,5.44,5.4,3.37
27415,5.01,b'Fair',b'J',b'I1',65.5,59.0,18018.0,10.74,10.54,6.98
32380,0.39,b'Premium',b'J',b'VS1',61.0,62.0,790.0,4.71,4.66,2.86
10032,0.26,b'Ideal',b'I',b'VS1',62.5,53.0,417.0,4.08,4.11,2.56
33386,0.32,b'Ideal',b'E',b'VVS1',61.6,56.0,827.0,4.37,4.43,2.71
19205,1.51,b'Very Good',b'J',b'VS1',63.7,55.0,7953.0,7.16,7.28,4.6
1686,0.55,b'Ideal',b'F',b'VVS1',61.2,54.0,3032.0,5.35,5.3,3.26
34598,0.27,b'Very Good',b'F',b'VS2',58.7,58.0,470.0,4.25,4.3,2.51
9220,1.04,b'Ideal',b'H',b'SI2',61.7,55.0,4557.0,6.49,6.53,4.02
39344,0.38,b'Ideal',b'E',b'VVS2',61.8,53.7,1073.0,4.67,4.69,2.89
42666,0.44,b'Ideal',b'E',b'VVS2',60.7,57.0,1334.0,4.92,4.9,2.98
539,0.7,b'Ideal',b'H',b'VVS1',61.6,57.0,2827.0,5.69,5.74,3.52
50801,0.71,b'Premium',b'E',b'SI2',61.4,59.0,2306.0,5.74,5.7,3.51
51961,0.3,b'Ideal',b'G',b'VS2',61.6,57.0,545.0,4.3,4.33,2.66
2685,0.81,b'Very Good',b'E',b'SI1',61.9,58.0,3243.0,5.92,5.97,3.68
53888,0.83,b'Premium',b'G',b'SI2',61.6,57.0,2749.0,6.06,6.02,3.72
15929,1.38,b'Very Good',b'H',b'SI2',62.3,60.0,6369.0,7.07,7.12,4.42
537,0.72,b'Good',b'D',b'VS2',64.0,54.0,2827.0,5.68,5.7,3.64
24777,1.6,b'Ideal',b'F',b'SI1',61.1,55.0,13140.0,7.55,7.58,4.62
12311,1.2,b'Very Good',b'H',b'SI2',63.5,57.0,5221.0,6.67,6.71,4.25
46423,0.51,b'Ideal',b'D',b'VS2',60.8,57.0,1769.0,5.18,5.21,3.16
45089,0.6,b'Ideal',b'F',b'SI1',61.5,58.0,1646.0,5.38,5.41,3.32
21112,1.5,b'Very Good',b'E',b'SI2',60.1,60.0,9281.0,7.35,7.42,4.44
1006,0.79,b'Ideal',b'G',b'SI1',62.3,57.0,2898.0,5.9,5.85,3.66
28877,0.31,b'Ideal',b'D',b'SI1',61.2,57.0,684.0,4.38,4.34,2.67
27033,0.32,b'Ideal',b'F',b'VS2',62.5,56.0,645.0,4.37,4.43,2.75
29266,0.31,b'Very Good',b'E',b'SI1',63.1,54.0,698.0,4.34,4.31,2.73
45440,0.56,b'Ideal',b'F',b'VS2',61.6,56.0,1672.0,5.28,5.31,3.26
4534,1.0,b'Premium',b'F',b'SI2',59.8,58.0,3640.0,6.53,6.48,3.89
48289,0.52,b'Ideal',b'G',b'VVS2',61.6,55.0,1957.0,5.14,5.18,3.19
34156,0.33,b'Premium',b'G',b'VS1',59.2,59.0,854.0,4.54,4.51,2.68
46609,0.54,b'Very Good',b'D',b'VS2',63.2,55.0,1786.0,5.21,5.17,3.28
15241,1.07,b'Very Good',b'E',b'VS2',62.5,57.0,6120.0,6.53,6.6,4.1
30040,0.39,b'Ideal',b'E',b'SI1',62.1,53.0,719.0,4.69,4.72,2.92
44767,0.53,b'Ideal',b'D',b'SI1',61.6,56.0,1621.0,5.2,5.23,3.21
27708,0.32,b'Ideal',b'H',b'VS2',62.5,55.0,648.0,4.42,4.38,2.75
39374,0.31,b'Ideal',b'F',b'VVS1',61.4,55.0,1074.0,4.37,4.39,2.69
15912,1.26,b'Ideal',b'G',b'SI2',61.8,57.0,6362.0,6.93,6.95,4.29
52076,0.71,b'Very Good',b'I',b'VVS1',63.5,57.0,2456.0,5.65,5.68,3.6
51065,0.78,b'Ideal',b'H',b'SI2',61.6,54.0,2332.0,5.94,5.88,3.64
11791,1.03,b'Premium',b'F',b'SI1',60.9,61.0,5087.0,6.54,6.5,3.97
5527,0.81,b'Ideal',b'D',b'SI1',62.0,56.0,3852.0,5.97,6.0,3.71
47714,0.63,b'Very Good',b'D',b'SI1',62.8,57.0,1885.0,5.4,5.46,3.41
28563,0.3,b'Premium',b'H',b'VS1',62.5,58.0,675.0,4.34,4.27,2.69
5464,1.0,b'Good',b'J',b'VS2',62.0,61.0,3835.0,6.36,6.45,3.97
41023,0.5,b'Very Good',b'G',b'SI1',64.1,57.0,1187.0,5.04,5.07,3.24
35534,0.36,b'Good',b'F',b'VS1',63.9,54.0,905.0,4.52,4.5,2.88
7996,1.01,b'Premium',b'G',b'SI2',62.0,58.0,4327.0,6.41,6.37,3.96
43248,0.38,b'Premium',b'D',b'VVS1',60.4,59.0,1400.0,4.7,4.71,2.84
12159,1.08,b'Ideal',b'D',b'SI2',59.1,60.0,5177.0,6.7,6.76,3.98
46560,0.7,b'Ideal',b'J',b'VS1',62.2,56.0,1782.0,5.67,5.71,3.54
5332,1.04,b'Very Good',b'J',b'SI2',63.5,59.0,3810.0,6.37,6.42,4.06
48824,0.71,b'Good',b'I',b'VS2',64.2,58.0,2028.0,5.52,5.57,3.56
12745,1.33,b'Premium',b'G',b'SI2',59.2,62.0,5318.0,7.22,7.16,4.26
32951,0.35,b'Good',b'F',b'SI2',63.8,56.0,460.0,4.45,4.48,2.85
37992,0.32,b'Ideal',b'F',b'VVS2',61.2,57.0,1008.0,4.43,4.4,2.7
8809,1.08,b'Ideal',b'I',b'SI1',61.4,57.0,4476.0,6.67,6.62,4.08
47877,0.52,b'Premium',b'G',b'VVS2',61.1,59.0,1911.0,5.15,5.2,3.16
22864,2.0,b'Very Good',b'J',b'SI2',60.9,54.0,10907.0,8.12,8.17,4.96
53933,0.7,b'Very Good',b'E',b'VS2',61.2,59.0,2757.0,5.69,5.72,3.49
36165,0.38,b'Ideal',b'D',b'VS2',63.0,54.0,929.0,4.61,4.66,2.92
15822,1.01,b'Good',b'F',b'VS2',63.9,58.0,6330.0,6.32,6.39,4.06
50258,0.56,b'Very Good',b'F',b'VVS2',59.5,61.0,2236.0,5.36,5.33,3.18
9124,0.91,b'Very Good',b'G',b'VS1',63.1,61.0,4536.0,6.13,6.07,3.85
12841,1.21,b'Premium',b'I',b'SI1',61.6,58.0,5353.0,6.89,6.84,4.23
43122,0.6,b'Premium',b'D',b'SI2',61.4,56.0,1385.0,5.43,5.41,3.33
15826,1.2,b'Premium',b'H',b'VS2',61.4,59.0,6333.0,6.79,6.75,4.16
45793,0.51,b'Very Good',b'G',b'VS1',63.4,57.0,1709.0,5.08,5.04,3.21
18251,1.25,b'Very Good',b'H',b'VS2',60.3,54.0,7414.0,7.0,7.03,4.23
7675,1.02,b'Premium',b'G',b'SI1',61.4,55.0,4273.0,6.51,6.48,3.99
15974,1.35,b'Ideal',b'J',b'SI1',62.3,57.0,6396.0,7.08,7.02,4.39
14113,1.46,b'Fair',b'H',b'SI2',56.3,60.0,5723.0,7.61,7.55,4.27
41552,0.53,b'Ideal',b'H',b'SI1',62.5,56.0,1236.0,5.15,5.19,3.23
42032,0.53,b'Ideal',b'F',b'SI1',62.4,57.0,1268.0,5.18,5.21,3.24
47282,0.3,b'Good',b'I',b'SI1',63.3,59.0,394.0,4.22,4.25,2.68
46876,0.53,b'Ideal',b'E',b'VS2',61.9,56.0,1813.0,5.21,5.19,3.22
28790,0.37,b'Premium',b'I',b'VVS1',62.4,58.0,681.0,4.55,4.58,2.85
48255,0.7,b'Ideal',b'J',b'VS2',62.0,58.0,1953.0,5.66,5.69,3.52
31338,0.44,b'Premium',b'H',b'SI2',59.6,60.0,759.0,4.95,4.93,2.96
9499,1.01,b'Good',b'H',b'SI1',63.7,56.0,4610.0,6.34,6.33,4.08
